product_slug,product_name,source_file,output_file,role,match_confidence,background_check,text_preservation_check,status,notes
houmuwu-ding-3d-eraser,Houmuwu Ding 3D Eraser,微信图片_20260723202158_343_109.jpg,products/houmuwu-ding-3d-eraser/hero.webp,hero,0.96,PASS_APPROX_WHITE,VISUAL_PASS,APPROVED,Existing slug and visible package text match.
houmuwu-ding-3d-eraser,Houmuwu Ding 3D Eraser,微信图片_20260723202200_344_109.jpg,,candidate,0.96,NOT_PROCESSED,VISUAL_PASS,APPROVED,Existing slug and visible package text match.
deer-head-gold-step-shake,Deer-Head Gold Step-Shake Ornament,微信图片_20260723202202_345_109.jpg,,candidate,1.00,NOT_PROCESSED,VISUAL_PASS,APPROVED,User-approved gold-standard output; no safe existing website slug.
deer-head-gold-step-shake,Deer-Head Gold Step-Shake Ornament,微信图片_20260723202203_346_109.jpg,,candidate,1.00,NOT_PROCESSED,VISUAL_PASS,APPROVED,User-approved gold-standard output; no safe existing website slug.
deer-head-gold-step-shake,Deer-Head Gold Step-Shake Ornament,微信图片_20260723202205_347_109.jpg,products/deer-head-gold-step-shake/hero.webp,hero,1.00,PASS_APPROX_WHITE,VISUAL_PASS,APPROVED,User-approved gold-standard output; no safe existing website slug.
deer-head-gold-step-shake,Deer-Head Gold Step-Shake Ornament,微信图片_20260723202207_348_109.jpg,,candidate,1.00,NOT_PROCESSED,VISUAL_PASS,APPROVED,User-approved gold-standard output; no safe existing website slug.
deer-head-gold-step-shake,Deer-Head Gold Step-Shake Ornament,微信图片_20260723202209_349_109.jpg,,candidate,1.00,NOT_PROCESSED,VISUAL_PASS,APPROVED,User-approved gold-standard output; no safe existing website slug.
needs-review-012,Orange boxed cultural eraser,微信图片_20260723202211_350_109.jpg,,hero,0.35,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
needs-review-012,Orange boxed cultural eraser,微信图片_20260723202214_351_109.jpg,,candidate,0.35,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
needs-review-012,Orange boxed cultural eraser,微信图片_20260723202215_352_109.jpg,,candidate,0.35,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
gold-crown-ornament,Gold Crown Ornament Magnet,微信图片_20260723202217_353_109.jpg,,candidate,0.93,NOT_PROCESSED,REVIEW_REQUIRED,REVIEW_REQUIRED,Fine vertical package text shows possible reconstruction.
gold-crown-ornament,Gold Crown Ornament Magnet,微信图片_20260723202219_354_109.jpg,products/gold-crown-ornament/hero.webp,hero,0.93,PASS_APPROX_WHITE,REVIEW_REQUIRED,REVIEW_REQUIRED,Fine vertical package text shows possible reconstruction.
gold-crown-ornament,Gold Crown Ornament Magnet,微信图片_20260723202221_355_109.jpg,,candidate,0.93,NOT_PROCESSED,REVIEW_REQUIRED,REVIEW_REQUIRED,Fine vertical package text shows possible reconstruction.
gold-crown-ornament,Gold Crown Ornament Magnet,微信图片_20260723202223_356_109.jpg,,candidate,0.93,NOT_PROCESSED,REVIEW_REQUIRED,REVIEW_REQUIRED,Fine vertical package text shows possible reconstruction.
gold-crown-ornament,Gold Crown Ornament Magnet,微信图片_20260723202225_357_109.jpg,,candidate,0.93,NOT_PROCESSED,REVIEW_REQUIRED,REVIEW_REQUIRED,Fine vertical package text shows possible reconstruction.
gold-crown-ornament,Gold Crown Ornament Magnet,微信图片_20260723202227_358_109.jpg,,candidate,0.93,NOT_PROCESSED,REVIEW_REQUIRED,REVIEW_REQUIRED,Fine vertical package text shows possible reconstruction.
needs-review-013,Orange-blue boxed seal eraser,微信图片_20260723202229_359_109.jpg,,hero,0.33,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
needs-review-013,Orange-blue boxed seal eraser,微信图片_20260723202231_360_109.jpg,,candidate,0.33,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
needs-review-013,Orange-blue boxed seal eraser,微信图片_20260723202237_363_109.jpg,,candidate,0.33,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
needs-review-013,Orange-blue boxed seal eraser,微信图片_20260723202239_364_109.jpg,,candidate,0.33,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
needs-review-014,Round gold relief magnet,微信图片_20260723202233_361_109.jpg,,candidate,0.37,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
needs-review-014,Round gold relief magnet,微信图片_20260723202235_362_109.jpg,,candidate,0.37,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
needs-review-014,Round gold relief magnet,微信图片_20260723202241_365_109.jpg,,hero,0.37,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
needs-review-014,Round gold relief magnet,微信图片_20260723202243_366_109.jpg,,candidate,0.37,NOT_PROCESSED,NOT_TESTED,REVIEW_REQUIRED,No reliable existing product match.
drumming-storyteller-3d-eraser,Drumming Storyteller 3D Eraser,微信图片_20260723202245_367_109.jpg,,candidate,0.97,NOT_PROCESSED,VISUAL_PASS,APPROVED,Existing slug and visible package text match.
drumming-storyteller-3d-eraser,Drumming Storyteller 3D Eraser,微信图片_20260723202247_368_109.jpg,,candidate,0.97,NOT_PROCESSED,VISUAL_PASS,APPROVED,Existing slug and visible package text match.
drumming-storyteller-3d-eraser,Drumming Storyteller 3D Eraser,微信图片_20260723202249_369_109.jpg,,candidate,0.97,NOT_PROCESSED,VISUAL_PASS,APPROVED,Existing slug and visible package text match.
drumming-storyteller-3d-eraser,Drumming Storyteller 3D Eraser,微信图片_20260723202251_370_109.jpg,products/drumming-storyteller-3d-eraser/hero.webp,hero,0.97,PASS_APPROX_WHITE,VISUAL_PASS,APPROVED,Existing slug and visible package text match.
